2024-12-17 17:48:16,959 - root - INFO - Namespace(Ks='[20, 40, 60, 80, 100]', data_dir='G:/5P30/FinalProject/KGAT-pytorch-master/kg_generate/datasets/facebook', data_name='output', embed_dim=64, evaluate_every=10, hidden_dim_list='[64, 32, 16]', l2loss_lambda=1e-05, lr=0.0001, mess_dropout='[0.1, 0.1, 0.1]', model_type='nfm', n_epoch=100, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', print_every=1, save_dir='trained_model/NFM/output/nfm_embed-dim64_64-32-16_lr0.0001_pretrain0/', seed=2019, stopping_steps=10, test_batch_size=50, test_cores=32, train_batch_size=1024, use_pretrain=0)
2024-12-17 17:48:17,134 - root - INFO - n_users:              4032
2024-12-17 17:48:17,134 - root - INFO - n_items:              4039
2024-12-17 17:48:17,134 - root - INFO - n_entities:           5446
2024-12-17 17:48:17,134 - root - INFO - n_users_entities:     9478
2024-12-17 17:48:17,134 - root - INFO - n_cf_train:           69312
2024-12-17 17:48:17,134 - root - INFO - n_cf_test:            18922
2024-12-17 17:48:17,134 - root - INFO - shape of user_matrix: (4032, 4032)
2024-12-17 17:48:17,135 - root - INFO - shape of feat_matrix: (4039, 5446)
2024-12-17 17:48:17,139 - root - INFO - NFM(
  (linear): Linear(in_features=9478, out_features=1, bias=True)
  (hidden_layers): ModuleList(
    (0): HiddenLayer(
      (linear): Linear(in_features=64, out_features=64, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
    (1): HiddenLayer(
      (linear): Linear(in_features=64, out_features=32, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
    (2): HiddenLayer(
      (linear): Linear(in_features=32, out_features=16, bias=True)
      (activation): ReLU()
      (message_dropout): Dropout(p=0.1, inplace=False)
    )
  )
  (h): Linear(in_features=16, out_features=1, bias=False)
)
2024-12-17 17:48:17,368 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0068 | Time 0.2s | Iter Loss 0.6919 | Iter Mean Loss 0.6919
2024-12-17 17:48:17,407 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0068 | Time 0.0s | Iter Loss 0.6923 | Iter Mean Loss 0.6921
2024-12-17 17:48:17,449 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0068 | Time 0.0s | Iter Loss 0.6964 | Iter Mean Loss 0.6935
2024-12-17 17:48:17,491 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0068 | Time 0.0s | Iter Loss 0.6924 | Iter Mean Loss 0.6933
2024-12-17 17:48:17,531 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0068 | Time 0.0s | Iter Loss 0.6928 | Iter Mean Loss 0.6932
2024-12-17 17:48:17,573 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0068 | Time 0.0s | Iter Loss 0.6926 | Iter Mean Loss 0.6931
2024-12-17 17:48:17,616 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0068 | Time 0.0s | Iter Loss 0.6954 | Iter Mean Loss 0.6934
2024-12-17 17:48:17,661 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0068 | Time 0.0s | Iter Loss 0.6945 | Iter Mean Loss 0.6936
2024-12-17 17:48:17,709 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0068 | Time 0.0s | Iter Loss 0.6947 | Iter Mean Loss 0.6937
2024-12-17 17:48:17,749 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0068 | Time 0.0s | Iter Loss 0.6914 | Iter Mean Loss 0.6935
2024-12-17 17:48:17,787 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0068 | Time 0.0s | Iter Loss 0.6930 | Iter Mean Loss 0.6934
2024-12-17 17:48:17,825 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0068 | Time 0.0s | Iter Loss 0.6934 | Iter Mean Loss 0.6934
2024-12-17 17:48:17,864 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0068 | Time 0.0s | Iter Loss 0.6929 | Iter Mean Loss 0.6934
2024-12-17 17:48:17,908 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0068 | Time 0.0s | Iter Loss 0.6934 | Iter Mean Loss 0.6934
2024-12-17 17:48:17,947 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0068 | Time 0.0s | Iter Loss 0.6921 | Iter Mean Loss 0.6933
2024-12-17 17:48:17,986 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0068 | Time 0.0s | Iter Loss 0.6935 | Iter Mean Loss 0.6933
2024-12-17 17:48:18,026 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0068 | Time 0.0s | Iter Loss 0.6928 | Iter Mean Loss 0.6933
2024-12-17 17:48:18,065 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0068 | Time 0.0s | Iter Loss 0.6926 | Iter Mean Loss 0.6932
2024-12-17 17:48:18,113 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 0068 | Time 0.0s | Iter Loss 0.6909 | Iter Mean Loss 0.6931
2024-12-17 17:48:18,153 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 0068 | Time 0.0s | Iter Loss 0.6912 | Iter Mean Loss 0.6930
2024-12-17 17:48:18,193 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 0068 | Time 0.0s | Iter Loss 0.6920 | Iter Mean Loss 0.6930
2024-12-17 17:48:18,233 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 0068 | Time 0.0s | Iter Loss 0.6905 | Iter Mean Loss 0.6929
2024-12-17 17:48:18,273 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 0068 | Time 0.0s | Iter Loss 0.6919 | Iter Mean Loss 0.6928
2024-12-17 17:48:18,315 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 0068 | Time 0.0s | Iter Loss 0.6922 | Iter Mean Loss 0.6928
2024-12-17 17:48:18,354 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 0068 | Time 0.0s | Iter Loss 0.6889 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,394 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 0068 | Time 0.0s | Iter Loss 0.6926 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,433 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 0068 | Time 0.0s | Iter Loss 0.6907 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,473 - root - INFO - CF Training: Epoch 0001 Iter 0028 / 0068 | Time 0.0s | Iter Loss 0.6938 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,517 - root - INFO - CF Training: Epoch 0001 Iter 0029 / 0068 | Time 0.0s | Iter Loss 0.6960 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,559 - root - INFO - CF Training: Epoch 0001 Iter 0030 / 0068 | Time 0.0s | Iter Loss 0.6927 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,601 - root - INFO - CF Training: Epoch 0001 Iter 0031 / 0068 | Time 0.0s | Iter Loss 0.6943 | Iter Mean Loss 0.6928
2024-12-17 17:48:18,640 - root - INFO - CF Training: Epoch 0001 Iter 0032 / 0068 | Time 0.0s | Iter Loss 0.6917 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,683 - root - INFO - CF Training: Epoch 0001 Iter 0033 / 0068 | Time 0.0s | Iter Loss 0.6921 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,728 - root - INFO - CF Training: Epoch 0001 Iter 0034 / 0068 | Time 0.0s | Iter Loss 0.6906 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,768 - root - INFO - CF Training: Epoch 0001 Iter 0035 / 0068 | Time 0.0s | Iter Loss 0.6933 | Iter Mean Loss 0.6927
2024-12-17 17:48:18,809 - root - INFO - CF Training: Epoch 0001 Iter 0036 / 0068 | Time 0.0s | Iter Loss 0.6911 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,851 - root - INFO - CF Training: Epoch 0001 Iter 0037 / 0068 | Time 0.0s | Iter Loss 0.6907 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,894 - root - INFO - CF Training: Epoch 0001 Iter 0038 / 0068 | Time 0.0s | Iter Loss 0.6920 | Iter Mean Loss 0.6926
2024-12-17 17:48:18,939 - root - INFO - CF Training: Epoch 0001 Iter 0039 / 0068 | Time 0.0s | Iter Loss 0.6909 | Iter Mean Loss 0.6925
2024-12-17 17:48:18,980 - root - INFO - CF Training: Epoch 0001 Iter 0040 / 0068 | Time 0.0s | Iter Loss 0.6925 | Iter Mean Loss 0.6925
2024-12-17 17:48:19,020 - root - INFO - CF Training: Epoch 0001 Iter 0041 / 0068 | Time 0.0s | Iter Loss 0.6919 | Iter Mean Loss 0.6925
2024-12-17 17:48:19,060 - root - INFO - CF Training: Epoch 0001 Iter 0042 / 0068 | Time 0.0s | Iter Loss 0.6912 | Iter Mean Loss 0.6925
2024-12-17 17:48:19,100 - root - INFO - CF Training: Epoch 0001 Iter 0043 / 0068 | Time 0.0s | Iter Loss 0.6911 | Iter Mean Loss 0.6924
2024-12-17 17:48:19,144 - root - INFO - CF Training: Epoch 0001 Iter 0044 / 0068 | Time 0.0s | Iter Loss 0.6904 | Iter Mean Loss 0.6924
2024-12-17 17:48:19,183 - root - INFO - CF Training: Epoch 0001 Iter 0045 / 0068 | Time 0.0s | Iter Loss 0.6903 | Iter Mean Loss 0.6924
2024-12-17 17:48:19,223 - root - INFO - CF Training: Epoch 0001 Iter 0046 / 0068 | Time 0.0s | Iter Loss 0.6901 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,263 - root - INFO - CF Training: Epoch 0001 Iter 0047 / 0068 | Time 0.0s | Iter Loss 0.6912 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,304 - root - INFO - CF Training: Epoch 0001 Iter 0048 / 0068 | Time 0.0s | Iter Loss 0.6932 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,349 - root - INFO - CF Training: Epoch 0001 Iter 0049 / 0068 | Time 0.0s | Iter Loss 0.6922 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,387 - root - INFO - CF Training: Epoch 0001 Iter 0050 / 0068 | Time 0.0s | Iter Loss 0.6919 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,427 - root - INFO - CF Training: Epoch 0001 Iter 0051 / 0068 | Time 0.0s | Iter Loss 0.6904 | Iter Mean Loss 0.6923
2024-12-17 17:48:19,465 - root - INFO - CF Training: Epoch 0001 Iter 0052 / 0068 | Time 0.0s | Iter Loss 0.6892 | Iter Mean Loss 0.6922
2024-12-17 17:48:19,504 - root - INFO - CF Training: Epoch 0001 Iter 0053 / 0068 | Time 0.0s | Iter Loss 0.6920 | Iter Mean Loss 0.6922
2024-12-17 17:48:19,550 - root - INFO - CF Training: Epoch 0001 Iter 0054 / 0068 | Time 0.0s | Iter Loss 0.6899 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,589 - root - INFO - CF Training: Epoch 0001 Iter 0055 / 0068 | Time 0.0s | Iter Loss 0.6918 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,631 - root - INFO - CF Training: Epoch 0001 Iter 0056 / 0068 | Time 0.0s | Iter Loss 0.6905 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,672 - root - INFO - CF Training: Epoch 0001 Iter 0057 / 0068 | Time 0.0s | Iter Loss 0.6936 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,716 - root - INFO - CF Training: Epoch 0001 Iter 0058 / 0068 | Time 0.0s | Iter Loss 0.6899 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,761 - root - INFO - CF Training: Epoch 0001 Iter 0059 / 0068 | Time 0.0s | Iter Loss 0.6921 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,801 - root - INFO - CF Training: Epoch 0001 Iter 0060 / 0068 | Time 0.0s | Iter Loss 0.6912 | Iter Mean Loss 0.6921
2024-12-17 17:48:19,843 - root - INFO - CF Training: Epoch 0001 Iter 0061 / 0068 | Time 0.0s | Iter Loss 0.6900 | Iter Mean Loss 0.6920
2024-12-17 17:48:19,889 - root - INFO - CF Training: Epoch 0001 Iter 0062 / 0068 | Time 0.0s | Iter Loss 0.6894 | Iter Mean Loss 0.6920
2024-12-17 17:48:19,935 - root - INFO - CF Training: Epoch 0001 Iter 0063 / 0068 | Time 0.0s | Iter Loss 0.6913 | Iter Mean Loss 0.6920
2024-12-17 17:48:19,976 - root - INFO - CF Training: Epoch 0001 Iter 0064 / 0068 | Time 0.0s | Iter Loss 0.6896 | Iter Mean Loss 0.6920
2024-12-17 17:48:20,019 - root - INFO - CF Training: Epoch 0001 Iter 0065 / 0068 | Time 0.0s | Iter Loss 0.6900 | Iter Mean Loss 0.6919
2024-12-17 17:48:20,059 - root - INFO - CF Training: Epoch 0001 Iter 0066 / 0068 | Time 0.0s | Iter Loss 0.6891 | Iter Mean Loss 0.6919
2024-12-17 17:48:20,096 - root - INFO - CF Training: Epoch 0001 Iter 0067 / 0068 | Time 0.0s | Iter Loss 0.6913 | Iter Mean Loss 0.6919
2024-12-17 17:48:20,139 - root - INFO - CF Training: Epoch 0001 Iter 0068 / 0068 | Time 0.0s | Iter Loss 0.6934 | Iter Mean Loss 0.6919
2024-12-17 17:48:20,139 - root - INFO - CF Training: Epoch 0001 Total Iter 0068 | Total Time 3.0s | Iter Mean Loss 0.6919
2024-12-17 17:48:20,186 - root - INFO - CF Training: Epoch 0002 Iter 0001 / 0068 | Time 0.0s | Iter Loss 0.6896 | Iter Mean Loss 0.6896
2024-12-17 17:48:20,231 - root - INFO - CF Training: Epoch 0002 Iter 0002 / 0068 | Time 0.0s | Iter Loss 0.6880 | Iter Mean Loss 0.6888
2024-12-17 17:48:20,270 - root - INFO - CF Training: Epoch 0002 Iter 0003 / 0068 | Time 0.0s | Iter Loss 0.6914 | Iter Mean Loss 0.6897
2024-12-17 17:48:20,310 - root - INFO - CF Training: Epoch 0002 Iter 0004 / 0068 | Time 0.0s | Iter Loss 0.6899 | Iter Mean Loss 0.6897
2024-12-17 17:48:20,349 - root - INFO - CF Training: Epoch 0002 Iter 0005 / 0068 | Time 0.0s | Iter Loss 0.6897 | Iter Mean Loss 0.6897
2024-12-17 17:48:20,389 - root - INFO - CF Training: Epoch 0002 Iter 0006 / 0068 | Time 0.0s | Iter Loss 0.6899 | Iter Mean Loss 0.6897
2024-12-17 17:48:20,432 - root - INFO - CF Training: Epoch 0002 Iter 0007 / 0068 | Time 0.0s | Iter Loss 0.6890 | Iter Mean Loss 0.6896
2024-12-17 17:48:20,471 - root - INFO - CF Training: Epoch 0002 Iter 0008 / 0068 | Time 0.0s | Iter Loss 0.6896 | Iter Mean Loss 0.6896
2024-12-17 17:48:20,509 - root - INFO - CF Training: Epoch 0002 Iter 0009 / 0068 | Time 0.0s | Iter Loss 0.6880 | Iter Mean Loss 0.6894
2024-12-17 17:48:20,550 - root - INFO - CF Training: Epoch 0002 Iter 0010 / 0068 | Time 0.0s | Iter Loss 0.6896 | Iter Mean Loss 0.6895
2024-12-17 17:48:20,589 - root - INFO - CF Training: Epoch 0002 Iter 0011 / 0068 | Time 0.0s | Iter Loss 0.6891 | Iter Mean Loss 0.6894
2024-12-17 17:48:20,636 - root - INFO - CF Training: Epoch 0002 Iter 0012 / 0068 | Time 0.0s | Iter Loss 0.6889 | Iter Mean Loss 0.6894
